"","review","score"
"1","Despite the disappointing multiplayer options, the clichéd characters, and the sometimes repetitious nature of the campaign, the strategy gameplay of Shadow Wars is fun enough to make it a worthy recommendation for any turn-based enthusiast.",0
"2","The[] ability to tear apart and repair the environments at will is a hook that keeps working, and when the campaign gives you plenty of stuff to tear apart it's easy to lose yourself to a primal need to destroy.",0
"3","It's funny, it clever, and it answers a lot of questions I had. I enjoyed playing it, but I didn't love it. The story isn't as grounded as I'd like it to be at certain points, so it throws the balance of sincere/goofy off. I wanted the conclusion of the serious movie feelings episode one started, but I got the comical ending of a Saturday morning cartoon.",0
"4","Through questionable level design, graphical inconsistency, and repetitive gameplay, I was pulled out of the experience more than I would have liked. Alice: Madness Returns is a memorable peek through a flawed looking glass.",0
"5","With a level-headed team of four, Magicka's cooperative action is entrancing chaos. It's rare for a game to feel this mechanically satisfying.",0
"6","Serious Sam 3: BFE will ultimately exhaust its players by virtue of its screen-filling mega-confrontations, its non-stop repetition and the sense that you are almost always mercilessly outgunned. Sam 3 is good but could have been better.",0
"7","DCUO is far from a bad game; there are indeed times when it shines fantastically with the potential for greatness, but its many faults, most minor but some quite large, ensure that it never reaches those heights.",0
"8","A dungeon crawler with a boring loot table, poorly implemented multiplayer, and little lasting incentive to continue running around the world once the tedious story ends.",0
"9","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"10","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"11","There's something kind of addictive about teaching your fake dog new tricks. For repeat customers, unless your kid is still playing the first game religiously, I don't see the upgraded version holding their interest for nearly as long.",0
"12","It's just disappointing that the developers only added a handful of mostly inconsequential extra modes in the interim, and didn't take that extra time available to fix a few of the first versions' flaws.",0
"13","For its effective use of 3D gameplay and its simple yet refined design, PilotWings deserves a good deal of credit.",0
"14","There's a lot of talking and gathering things for other people. It's rather ho-hum.",0
"15","Caught somewhere between massively-multiplayer online role-playing game and hardcore competitive real-time strategy, Age of Empires Online delivers some of the most addictive parts of both. Some sloppy mechanics and balance and reward issues detract from the core Age of Empires experience, but not to the point that it's not worth playing.",0
"16","The lack of feedback, in-game competition, and unpredictability hurt the game's long-term draw; some older business simulations didn't have these problems. Cities in Motion does feature stellar tools and is one of the prettier business simulations on the market.",0
"17","An online shooter needs variety, depth, and addictiveness to succeed over the long term. Brink might find a niche with some hardcore fans, but it isn't for everyone. The PC version feels more complete than its console counterpart, but my qualms over content remain the same. Brink has heart, but the overall package is lacking.",0
"18","The majority of the new features introduced in The Sims 3: Generations are enjoyable enough to fiddle with, but none of them are major game changers.",0
"19","The content of Dead Money can get frustrating quickly. Still, for the patient souls out there, this fresh spin on Fallout is a decent buy.",0
"20","Sequence is sort of like serving someone a ham sandwich on a silver tray with all sorts of accoutrements. It's nice that it's a silver tray and not a paper plate, but I'm still eating a ham sandwich here.",0
"21","Homefront is certainly one of the most unique shooters I've ever played, driven by an ingenious and surprisingly well-fleshed out plot and a dark and dreary, realistic setting. But it also controls and feels like a typical shooter, looks like a game that's several years old, and most importantly, has an inexcusably brief campaign.",0
"22","Q.U.B.E. offers some short-term fun for puzzle fans and not a lot else. With so little emphasis put on story I can't help but feel that Q.U.B.E. may have benefitted from having no story elements at all, instead of loosely hinting at some bigger picture that goes unseen.",0
"23","Delivers an interesting and fun variation of a traditional card game and turns it into a competitive puzzle with myriad nuances to its strategy. Unfortunately, it doesn't do enough to keep the variation fresh throughout.",0
"24","It's far from a perfect game -- inconsistent AI, a campaign that borders on the short side, and limited multiplayer options certainly hamper the experience -- but there's a lot of challenging satisfaction to be found beneath the thick jungle canopy.",0
"25","The flawed story mode can be safely passed by, but if you're able to find an opponent online or skirmish against the AI it's easier to appreciate Oil Rush's strengths.",0
"26","A surprisingly rich title for a handheld console. It's perfect for a quick game on tiresome commutes.",0
"27","Whereas the console version of Sonic Generations is a blending of old and new mentality in a fast-paced speed fest, the 3DS version is mostly just a Sonic Rush game where both playable characters happen to be Sonic.",0
"28","While it's admirable that the team had opted to create an original story set alongside the events in the books, you'll wish that they had attempted to take more risks with the project. The characters are bland and lifeless, and the combat, while fun at first, gets pretty repetitive before too long.",0
"29","It's like an interactive coloring book made by a 10 year old obsessed with Mastodon.",0
"30","A fun but deceptively shallow Sim-RPG-thing that would have benefitted from pushing the envelope for either genre a little more.",0
"31","The vast amount of customization options and the simple but fun battle system kept me interested enough to overlook the poor execution of story.",0
"32","Despite its considerable flaws, at its core, Mercenaries is a ton of fun. From the moment I started playing it I couldn't put it down.",0
